text	label	label_id	graph
the present review will summarize the current knowledge on potential condition preventive effects of apples, influence and apple extracts (jointly designated as apple products).	not	0	(u_909 / summarize  :2 (u_1496 / knowledge  :0 (u_315 / current)  :1-of (u_91 / on  :2 (u_89 / effect  :0 (u_1497 / designate  :0 (u_1498 / jointly)  :1-of (u_10 / as  :2 (u_171 / product  :0 (u_240 / apple))))  :0 (u_1499 / preventive)  :0 (u_9 / condition)  :0 (u_72 / potential)  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_81 / extract  :0 u_240)  :0 u_240)))))  :1 (u_809 / review  :0 (u_390 / present)))
the results reported in this study show the influence of gender, place of residence, smoking, consumption of influence, arthroscopy surgery, condition, and rheumatoid arthritis on the fe, ni, mo, and v concentrations in the studied structures of the knee joint.	not	0	(u_66 / show  :2 (u_20 / COORD  :0 (u_543 / concentration  :0 (u_1500 / v)  :1-of (u_33 / in  :2 (u_1419 / structure  :0 (u_1501 / joint)  :0 u_64  :1-of (u_8 / of  :2 (u_1502 / knee)  :2 u_20  :1 u_1288  :2 (u_1503 / residence)  :1 u_14  :2 u_1))  :1 (u_299 / report)  :2 (u_64 / study)))  :0 (u_1 / influence)  :0 (u_1288 / place)  :0 (u_647 / smoking)  :0 (u_14 / consumption)  :0 (u_1504 / surgery  :0 (u_1505 / arthroscopy))  :0 (u_9 / condition)  :0 (u_45 / arthritis  :0 (u_1127 / rheumatoid)  :1-of (u_91 / on  :2 u_20))  :0 (u_1506 / mo)  :0 (u_1507 / fe)  :0 (u_1508 / ni)  :0 (u_1509 / gender))  :1 (u_260 / result  :0 u_299))
the pathogenic mechanism of influence condition caused by the bacterium is unclear.	not	0	(u_558 / unclear  :1 (u_582 / mechanism  :0 (u_1041 / pathogenic)  :1-of (u_8 / of  :2 (u_9 / condition  :0 (u_31 / cause  :1 (u_1510 / bacterium)  :0-of u_1510)  :0 (u_1 / influence)))))
among the phenolic compounds extracted from influence, oleocanthal (1) has attracted considerable attention in the modulation of many condition, such as inflammation and alzheimer's disease (ad).	not	0	(u_1511 / attract  :2 (u_1512 / attention  :0 (u_516 / considerable))  :1 (u_1513 / oleocanthal)  :1-of (u_33 / in  :2 (u_467 / modulation  :1-of (u_8 / of  :2 (u_9 / condition  :0 (u_20 / COORD  :0 (u_22 / disease  :0 (u_303 / ad)  :2-of (u_58 / HAS  :1 (u_304 / alzheimer)))  :0 (u_1514 / inflammation))  :0 (u_4 / many)))))  :1-of (u_566 / among  :2 (u_256 / compound  :0 (u_81 / extract  :1-of (u_184 / from  :2 (u_1 / influence)))  :0 (u_82 / phenolic))))
condition could be induced by inhaled influence or by exposure to allergens present in bakery products.	cause	1	(u_77 / induce  :1 (u_20 / COORD  :0 (u_385 / exposure  :0 (u_475 / by)  :1-of (u_40 / to  :2 (u_369 / allergen  :0 (u_390 / present  :1-of (u_33 / in  :2 (u_171 / product  :0 (u_1358 / bakery)))))))  :0 (u_1 / influence)  :0 (u_1515 / inhale))  :2 (u_9 / condition)  :0-of u_20)
among these, dietary habits, and especially an excessive salt, typical of influence, has been implicated in the development of condition.	cause	1	(u_1102 / implicate  :2 (u_20 / COORD  :0 (u_916 / salt  :0 (u_1516 / typical  :1-of (u_8 / of  :2 (u_1 / influence)  :1 (u_230 / development)  :2 (u_9 / condition)))  :0 (u_962 / excessive)  :0 (u_556 / especially))  :0 (u_1517 / habit)  :0 (u_94 / dietary))  :1-of (u_33 / in  :2 u_230)  :1-of (u_566 / among  :2 (u_1518 / this)))
besides their nutritional value, influence peptides are food components retaining important pharmacological properties for controlling condition.	not	0	(u_611 / component  :0 (u_1519 / retain  :2 (u_718 / property  :0 (u_883 / control  :2 (u_9 / condition))  :0 (u_506 / pharmacological)  :0 (u_320 / important)))  :0 (u_62 / food)  :1 (u_1229 / peptide  :0 (u_1 / influence))  :1-of (u_1520 / besides  :2 (u_440 / value  :0 (u_214 / nutritional)  :2-of (u_58 / HAS  :1 (u_327 / they)))))
influence is one of the major crops grown, processed and consumed by humankind and is associated with both intolerances (notably condition) and allergies.	cause	1	(u_95 / one  :1 (u_1 / influence)  :1-of (u_8 / of  :2 (u_1344 / crop  :0 (u_20 / COORD  :0 (u_1522 / grow)  :0 (u_524 / consume  :1 (u_1521 / humankind)  :0-of u_1521)  :0 (u_535 / process))  :0 (u_112 / major))))
in japan during the 2016-2017 winter season, clade 2.3.4.4 highly pathogenic avian influenza viruses (condition) of the h5n6 subtype caused 12 outbreaks in influence and muscovy duck farms.	not	0	(u_31 / cause  :2 (u_400 / outbreak  :0 (u_1523 / X12)  :1-of (u_33 / in  :2 (u_20 / COORD  :0 (u_497 / farm  :0 (u_1524 / duck)  :0 (u_1525 / muscovy))  :0 (u_1 / influence))  :1 u_31  :2 (u_1533 / japan)))  :1 (u_1526 / viruse  :0 (u_9 / condition)  :0 (u_1039 / influenza)  :0 (u_1040 / avian)  :0 (u_1041 / pathogenic  :0 (u_1042 / highly))  :0 (u_1527 / clade  :0 (u_1528 / X2PERIOD3PERIOD4PERIOD4))  :1-of (u_8 / of  :2 (u_1038 / subtype  :0 (u_1529 / h5n6))))  :1-of (u_119 / during  :2 (u_1530 / season  :0 (u_1531 / winter)  :0 (u_1532 / X2017))))
dietary excesses in animal protein and/or influence have been implicated as risk factors in condition.	cause	1	(u_1102 / implicate  :2 (u_1534 / excess  :0 (u_94 / dietary)  :1-of (u_33 / in  :2 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_203 / protein)  :0 (u_302 / animal))  :1 (u_25 / factor  :0 (u_26 / risk))  :2 (u_9 / condition)))  :1-of (u_10 / as  :2 u_25))
many reports have indicated that luteolin, a flavone found in influence, has preventive and therapeutic value for condition including ad.	not	0	(u_539 / indicate  :0 (u_114 / have  :2 (u_440 / value  :0 (u_20 / COORD  :0 (u_87 / therapeutic)  :0 (u_1499 / preventive))  :1-of (u_6 / for  :2 (u_9 / condition  :1-of (u_145 / include  :2 (u_303 / ad)))))  :1 (u_1535 / luteolin  :0 (u_1536 / flavone  :0 (u_217 / find  :1-of (u_33 / in  :2 (u_1 / influence))))))  :1 (u_299 / report  :0 (u_4 / many)))
high levels of consumption (>92 times/month) of fermented foods such as doenjang, chungkookjang, kimchi, fermented seafood, makgeolli, and influence were associated with a lower prevalence of condition (or, 0.56; 95% confidence interval [ci], 0.37-0.84).	not	0	(u_13 / associate  :2 (u_266 / level  :0 (u_50 / high)  :1-of (u_8 / of  :2 (u_62 / food  :0 (u_1114 / ferment)  :1-of (u_19 / such  :2 u_20))  :2 (u_14 / consumption  :0 u_20)  :1 (u_20 / COORD  :0 (u_1537 / chungkookjang)  :0 (u_698 / kimchi)  :0 (u_1538 / seafood  :0 u_1114)  :0 (u_1539 / makgeolli)  :0 (u_1 / influence)  :0 (u_1540 / doenjang)  :0 (u_595 / month)  :0 (u_759 / time)  :0 (u_1541 / X92)  :0 (u_1542 / interval  :0 (u_1543 / ci)  :0 (u_1544 / confidence)  :0 (u_1545 / X0PERIOD56))  :0 (u_1050 / prevalence)  :0 (u_68 / low))  :2 (u_9 / condition)))  :1-of (u_15 / with  :2 u_20))
influence are traditionally used in uyghur folk medicine for the prevention and treatment of condition in southern xinjiang region of china.	not	0	(u_0 / use  :0 (u_175 / traditionally)  :2 (u_1 / influence)  :1-of (u_6 / for  :2 (u_20 / COORD  :0 (u_7 / treatment)  :0 (u_56 / prevention  :1-of (u_8 / of  :2 (u_9 / condition  :1-of (u_33 / in  :2 u_1099  :1 u_0  :2 (u_11 / medicine  :0 (u_1547 / folk)  :0 (u_1548 / uyghur))))  :1 (u_1099 / region  :0 (u_1546 / xinjiang)  :0 (u_769 / southern))  :2 (u_748 / china))))))
other structurally homologous nutraceuticals, derived from red chili, influence, cloves, black pepper, and ginger, also exhibit effects against condition and insulin resistance.	not	0	(u_20 / COORD  :0 (u_838 / ginger)  :0 (u_477 / derive  :1-of (u_184 / from  :2 u_20))  :0 (u_1550 / homologous  :0 (u_1551 / structurally))  :0 (u_565 / other)  :0 (u_89 / effect  :0 (u_515 / exhibit)  :0 (u_69 / also)  :1-of (u_88 / against  :2 (u_1460 / resistance  :0 u_20)))  :0 (u_834 / nutraceutical)  :0 (u_1400 / insulin)  :0 (u_9 / condition)  :0 (u_1 / influence)  :0 (u_836 / red)  :0 (u_837 / clove)  :0 (u_835 / pepper  :0 (u_675 / black))  :0 (u_1549 / chili))
f. (influence) has been used in traditional medicine for treatment of condition, rheumatism, asthma, and bronchitis.	not	0	(u_0 / use  :2 (u_1 / influence)  :1-of (u_6 / for  :2 (u_7 / treatment  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_1552 / rheumatism)  :0 (u_373 / asthma)  :0 (u_546 / bronchitis)  :0 (u_9 / condition)))))  :1-of (u_33 / in  :2 (u_11 / medicine  :0 (u_12 / traditional))))
[6]-gingerol, a major component of influence, was previously reported to ameliorate condition in type 2 diabetic mice.	not	0	(u_299 / report  :2 (u_1465 / ameliorate  :2 (u_9 / condition)  :1-of (u_33 / in  :2 (u_654 / mouse  :0 (u_663 / diabetic)  :0 (u_599 / type  :0 (u_1397 / X2)))))  :0 (u_671 / previously)  :2 (u_1553 / gingerol  :0 (u_611 / component  :0 (u_112 / major)  :1-of (u_8 / of  :2 (u_1 / influence)))))
influence is a potent allergen source and is one of the causes of condition, food and pollen allergy.	cause	1	(u_160 / source  :0 (u_369 / allergen)  :0 (u_237 / potent)  :1 (u_1 / influence))
influence has shown prominent protective effects on condition.	not	0	(u_66 / show  :2 (u_89 / effect  :0 (u_236 / protective)  :0 (u_1554 / prominent)  :1-of (u_91 / on  :2 (u_9 / condition)))  :1 (u_1 / influence))
we have previously demonstrated that the consumption of iso--acids (iaa), which are hop-derived bitter compounds in influence, prevents the formation of disease pathology in a transgenic mouse model of condition (ad).	not	0	(u_53 / demonstrate  :0 (u_156 / prevent  :2 (u_542 / formation  :1-of (u_8 / of  :2 (u_862 / pathology  :0 (u_22 / disease))  :1 u_14  :2 (u_123 / acid  :0 (u_256 / compound  :0 (u_1020 / bitter)  :0 (u_1021 / hopHYPHENderived)  :1-of (u_33 / in  :2 (u_1 / influence)  :1 u_156  :2 u_301))  :0 (u_1022 / iaa)  :0 (u_1023 / isoHYPHENHYPHEN)  :1-of u_256)  :1 (u_301 / model  :0 (u_303 / ad)  :0 (u_654 / mouse)  :0 (u_750 / transgenic))  :2 (u_9 / condition)))  :1 (u_14 / consumption))  :0 (u_671 / previously)  :1 (u_70 / we))
64 individuals having occupational chronic condition and 41 healthy individuals--both working at influence hydrolysis production--demonstrated increase in b immunity with higher spontaneous and antigen-stimulated ig synthesis.	not	0	(u_32 / increase  :0 (u_53 / demonstrate)  :1 (u_311 / individual  :0 (u_114 / have  :2 (u_20 / COORD  :0 u_311  :0 (u_9 / condition)  :0 (u_234 / chronic)  :0 (u_386 / occupational)  :0 (u_1481 / antigen)  :0 (u_1562 / spontaneous)))  :0 (u_1557 / X64)  :0 (u_1012 / work  :1-of (u_152 / at  :2 (u_394 / production  :0 (u_1555 / hydrolysis)  :0 (u_1 / influence))))  :0 (u_807 / healthy)  :0 (u_1556 / X41))  :1-of (u_33 / in  :2 (u_1458 / immunity  :0 (u_1558 / b)  :1-of (u_15 / with  :2 (u_1559 / synthesis  :0 (u_1560 / ig)  :0 (u_1561 / HYPHENstimulate)  :0 u_20  :0 (u_50 / high))))))
influence (allium cepa) handling can induce contact condition, rhinoconjunctivitis and asthma.	cause	1	(u_77 / induce  :2 (u_20 / COORD  :0 (u_1563 / rhinoconjunctivitis)  :0 (u_650 / contact)  :0 (u_373 / asthma)  :0 (u_9 / condition))  :1 (u_1564 / handling)  :1 (u_1 / influence  :0 (u_282 / cepa  :0 (u_1181 / allium))))
condition ever at age 10 years was associated with an increased risk of physician-diagnosed food allergy (5.78, 3.04-9.52), with the highest risk of cashew (7.36, 3.20-16.94) and influence (5.58, 3.08-10.10) food allergy.	not	0	(u_13 / associate  :2 (u_26 / risk  :0 (u_50 / high)  :0 (u_15 / with  :1 u_13  :2 u_26)  :0 (u_32 / increase)  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_1 / influence  :0 u_378)  :0 (u_1565 / cashew))  :2 (u_378 / allergy  :0 (u_62 / food)  :0 (u_1567 / diagnose  :0 (u_1568 / physician)))))  :2 (u_225 / year  :0 (u_846 / X10))  :0 (u_1566 / ever)  :2 (u_9 / condition  :1-of (u_152 / at  :2 (u_401 / age))))
the authors base their hypothesis on meta-analyses of epidemiological data, numerous experimental studies, and a comprehensive review of the mechanisms of action of influence and its components in the prevention of condition.	not	0	(u_46 / base  :2 (u_1187 / hypothesis  :2-of (u_58 / HAS  :1 (u_327 / they)  :2 (u_611 / component  :1-of (u_33 / in  :2 u_56))  :1 (u_59 / its)))  :1 (u_533 / author)  :1-of (u_91 / on  :2 (u_221 / metaHYPHENanalyse  :1-of (u_8 / of  :1 (u_20 / COORD  :0 (u_64 / study  :0 (u_246 / experimental)  :0 (u_534 / numerous))  :0 (u_523 / epidemiological)  :0 u_809  :0 (u_275 / datum)  :0 u_611  :0 (u_235 / action))  :1 (u_809 / review  :0 (u_1569 / comprehensive))  :1 (u_582 / mechanism)  :1 (u_56 / prevention)  :2 (u_9 / condition)  :2 (u_1 / influence)))))
the influence has been associated with lower mortality and lower risk of condition and cancer.	not	0	(u_13 / associate  :2 (u_1 / influence)  :1-of (u_15 / with  :2 (u_20 / COORD  :0 (u_26 / risk  :0 u_68  :1-of (u_8 / of  :2 u_20))  :0 (u_760 / mortality)  :0 (u_68 / low)  :0 (u_24 / cancer)  :0 (u_9 / condition))))
these results imply that the sequential extracts of influence (particularly the aqueous and ethyl acetate extracts) may not only exhibit antioxidant potentials but also mediate anti-condition activities by inhibiting lipid and carbohydrate digestion.	not	0	(u_1570 / imply  :0 (u_20 / COORD  :0 (u_1065 / mediate  :2 (u_505 / activity  :0 (u_508 / antiHYPHENcondition))  :0 (u_69 / also)  :1-of (u_475 / by  :2 (u_1571 / inhibit  :2 u_20)))  :0 (u_515 / exhibit)  :2 (u_72 / potential  :0 (u_482 / antioxidant))  :0 (u_968 / only)  :0 (u_540 / NEG)  :1 (u_81 / extract  :0 (u_1577 / sequential)  :0 (u_701 / acetate)  :0 u_20  :0 (u_110 / particularly)  :1-of (u_8 / of  :2 (u_1 / influence)))  :0 (u_1572 / carbohydrate)  :0 (u_1573 / digestion)  :0 (u_1574 / lipid)  :0 (u_1575 / ethyl)  :0 (u_1576 / aqueous))  :1 (u_260 / result))
historically, low-carbohydrate (cho) and influence have been used for condition.	cause	1	(u_0 / use  :0 (u_1578 / historically)  :1-of (u_6 / for  :2 (u_9 / condition)))
influence (fbs) have long been used as food, and their principal disadvantage is derived from their condition.	cause	1	(u_20 / COORD  :0 (u_477 / derive  :2 (u_1579 / disadvantage  :0 (u_1580 / principal)  :2-of (u_58 / HAS  :1 (u_327 / they)  :2 (u_9 / condition)))  :1-of (u_184 / from  :2 u_9))  :0 (u_0 / use)  :0 (u_489 / long)  :2 (u_1 / influence  :0 (u_1581 / fbs))  :1-of (u_10 / as  :2 (u_62 / food)))
in this context, commonly available fruits, such as blueberries, influence and strawberries, and pomegranates have shown promising results in reducing condition and inflammation in experimental models and in human clinical studies of arthritis.	not	0	(u_66 / show  :2 (u_260 / result  :0 (u_73 / reduce  :2 (u_20 / COORD  :0 (u_1514 / inflammation)  :0 (u_9 / condition)  :0 (u_64 / study  :0 (u_162 / clinical)  :0 (u_345 / human)  :0 u_33  :1-of (u_8 / of  :2 (u_45 / arthritis)))  :0 (u_301 / model)  :0 (u_246 / experimental)  :0 (u_1 / influence)  :0 (u_1582 / strawberry)  :0 (u_239 / pomegranate)  :0 (u_1361 / blueberry))  :1-of (u_33 / in  :2 u_20  :1 u_66  :2 (u_1583 / context)))  :0 (u_480 / promise))  :1 (u_185 / fruit  :0 (u_795 / available  :0 (u_205 / commonly))  :1-of (u_19 / such  :2 u_20)))
dietary n-3 fatty acids, especially of marine origin, influence (20:5n-3) and docosahexaenoic acid (22:6n-3), have always been lauded for their profound effects on regulating the risk factors for major condition.	not	0	(u_1584 / laud  :0 (u_1585 / always)  :2 (u_20 / COORD  :0 (u_1 / influence  :0 (u_1586 / n  :0 (u_1587 / X20COLON5)  :1-of (u_703 / HYPHEN  :2 (u_213 / X3))))  :0 (u_1265 / origin  :0 (u_1588 / marine)  :0 (u_8 / of)  :0 (u_556 / especially))  :0 (u_169 / fatty)  :0 (u_1589 / nHYPHEN3)  :0 (u_94 / dietary)  :0 (u_123 / acid  :0 (u_922 / docosahexaenoic)))  :1-of (u_6 / for  :2 (u_89 / effect  :0 (u_1456 / regulate  :2 u_25)  :0 (u_1590 / profound)  :2-of (u_58 / HAS  :1 (u_327 / they)))  :1 (u_25 / factor  :0 (u_26 / risk))  :2 (u_9 / condition  :0 (u_112 / major))))
peanuts and nuts cause a great part of condition in the united states; in spain and portugal are commonly due to fish, milk; in italy seafood and influence in france.	cause	1	(u_20 / COORD  :0 (u_31 / cause)  :2 (u_997 / part  :0 (u_1595 / great)  :1-of (u_8 / of  :2 u_9))  :0 (u_438 / milk)  :0 (u_932 / fish  :1-of (u_33 / in  :2 u_20  :1 u_1538  :2 (u_1591 / france)  :1 (u_9 / condition)  :2 (u_815 / states  :0 (u_816 / united))))  :0 (u_323 / due)  :0 (u_205 / commonly)  :0 (u_1 / influence)  :0 (u_1538 / seafood)  :0 (u_1592 / italy)  :0 (u_1593 / Portugal)  :0 (u_1594 / spain)  :0 (u_584 / nut)  :0 (u_948 / peanut))
influence allergy affects 3% of australian children and has a higher risk of condition than most food allergies.	cause	1	(u_20 / COORD  :0 (u_114 / have  :2 (u_26 / risk  :0 (u_50 / high)  :1-of (u_1439 / than  :2 u_378)  :1-of (u_8 / of  :2 (u_9 / condition))))  :0 (u_115 / affect)  :1 (u_378 / allergy  :0 (u_62 / food)  :0 (u_99 / most)  :0 (u_1 / influence)))
in this context, influence (evoo), the most representative component of this diet, seems to be relevant in lowering the incidence of cardiovascular events, including condition and stroke.	not	0	(u_1596 / seem  :2 (u_1597 / relevant  :1-of (u_33 / in  :2 (u_1598 / lower  :2 (u_427 / incidence  :1-of (u_8 / of  :2 (u_425 / event  :0 (u_20 / COORD  :0 (u_167 / stroke)  :0 (u_9 / condition))  :0 (u_23 / cardiovascular))  :1 (u_611 / component  :0 (u_1599 / representative  :0 (u_99 / most)))  :2 (u_342 / diet))))  :1 u_1596  :2 (u_1583 / context)))  :1 (u_1 / influence  :0 u_611  :0 (u_730 / evoo)))
we previously demonstrated that the consumption of iso--acids (iaa), the hop-derived bitter compounds in influence, prevents condition and alzheimer's disease pathology in model mice.	not	0	(u_53 / demonstrate  :0 (u_156 / prevent  :2 (u_862 / pathology  :0 (u_22 / disease)  :1-of (u_33 / in  :2 (u_654 / mouse  :0 (u_301 / model))  :1 (u_256 / compound  :0 (u_1020 / bitter)  :0 (u_1021 / hopHYPHENderived))  :2 (u_1 / influence))  :2-of (u_58 / HAS  :1 (u_304 / alzheimer)))  :2 (u_9 / condition)  :1 (u_14 / consumption  :1-of (u_8 / of  :2 (u_123 / acid  :0 u_256  :0 (u_1022 / iaa)  :0 (u_1023 / isoHYPHENHYPHEN)))))  :0 (u_671 / previously)  :1 (u_70 / we))
many epidemiological studies support the protective role of garlic and related influence foods against the development of certain human condition.	not	0	(u_244 / support  :2 (u_245 / role  :0 (u_236 / protective)  :1-of (u_8 / of  :2 (u_62 / food  :0 (u_1 / influence)  :0 (u_20 / COORD  :0 (u_39 / related)  :0 (u_839 / garlic))  :1-of (u_88 / against  :2 u_230))  :1 (u_230 / development)  :2 (u_9 / condition  :0 (u_345 / human)  :0 (u_364 / certain))))  :1 (u_64 / study  :0 (u_523 / epidemiological)  :0 (u_4 / many)))
influence has been reportedly used for the management or treatment of condition in folklore medicine.	not	0	(u_0 / use  :0 (u_1600 / reportedly)  :2 (u_1 / influence)  :1-of (u_6 / for  :2 (u_20 / COORD  :0 (u_7 / treatment)  :0 (u_847 / management  :1-of (u_8 / of  :2 (u_9 / condition  :1-of (u_33 / in  :2 (u_11 / medicine  :0 (u_1395 / folklore)))))))))
current experimental studies support a beneficial role of influence (evoo) in several condition.	not	0	(u_244 / support  :2 (u_245 / role  :0 (u_90 / beneficial)  :1-of (u_8 / of  :2 (u_1 / influence  :0 (u_730 / evoo))))  :1 (u_64 / study  :0 (u_246 / experimental)  :0 (u_315 / current))  :1-of (u_33 / in  :2 (u_9 / condition  :0 (u_18 / several))))
in influence, the variety and concentration of bioactive compounds in the non-alcoholic fraction suggests that its consumption at moderate levels may not only be harmless but could also positively contribute to an improvement of certain physiological states and be also useful in the prevention of different condition.	not	0	(u_20 / COORD  :0 (u_146 / suggest)  :2 (u_1601 / harmless  :0 (u_968 / only)  :0 (u_540 / NEG)  :1 (u_14 / consumption  :1-of (u_152 / at  :2 (u_266 / level  :0 (u_67 / moderate)))  :2-of (u_58 / HAS  :1 (u_59 / its))))  :0 (u_733 / useful  :0 u_69  :1-of (u_33 / in  :2 (u_56 / prevention  :1-of (u_8 / of  :2 (u_9 / condition  :0 (u_673 / different))  :1 (u_343 / improvement)  :2 (u_605 / state  :0 (u_1282 / physiological)  :0 (u_364 / certain))  :1 u_785  :2 u_256))  :1 (u_256 / compound  :0 (u_93 / bioactive))  :2 (u_1602 / fraction  :0 (u_1603 / nonHYPHENalcoholic))  :1 u_20  :2 (u_1 / influence)))  :0 (u_335 / contribute)  :0 (u_1318 / positively)  :0 (u_69 / also)  :0 (u_543 / concentration)  :0 (u_785 / variety)  :1-of (u_40 / to  :2 u_343))
condition have been produced most frequently by cow milk (in 10 out of 17 patients), influence, flour and eggs in 5 patients, preservatives, cottage and swiss cheese, porcine meat in 4 patients, colorants and chocolate in 3 patients, beef, strawberries, lemons and butter in 2 patients.	cause	1	(u_404 / produce  :1 (u_20 / COORD  :0 (u_438 / milk)  :0 (u_312 / patient  :0 (u_1397 / X2)  :0 (u_381 / out)  :0 (u_846 / X10  :1-of (u_8 / of  :2 (u_1612 / X17)))  :0 u_33)  :0 (u_1613 / cow)  :0 (u_391 / flour)  :0 (u_141 / egg)  :0 (u_1 / influence  :1-of (u_33 / in  :2 u_20  :1 u_796  :2 u_312))  :0 (u_1604 / preservative)  :0 (u_1342 / X5)  :0 (u_1605 / cottage)  :0 (u_900 / cheese  :0 (u_1606 / swiss))  :0 (u_796 / meat  :0 (u_1607 / porcine))  :0 (u_1608 / colorant)  :0 (u_830 / X4)  :0 (u_1154 / chocolate)  :0 (u_1609 / beef)  :0 (u_213 / X3)  :0 (u_1582 / strawberry)  :0 (u_1610 / lemon)  :0 (u_1611 / butter))  :0 (u_712 / frequently)  :2 (u_9 / condition)  :0-of u_20)
the association of condition, physical inactivity and influence with elevated blood pressure (bp) is firmly established.	not	0	(u_645 / establish  :0 (u_1614 / firmly)  :2 (u_193 / association  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_1615 / inactivity  :0 (u_805 / physical))  :0 (u_1 / influence  :1-of (u_15 / with  :2 (u_1055 / pressure  :0 (u_1616 / bp)  :0 (u_1056 / blood)  :0 (u_1617 / elevate))))  :0 (u_9 / condition)))))
influence and cashew contain allergenic proteins, which causes them to be removed from the diet of condition people.	cause	1	(u_172 / contain  :2 (u_203 / protein  :0 (u_31 / cause  :2 (u_1224 / remove  :1-of (u_184 / from  :2 (u_342 / diet  :1-of (u_8 / of  :2 (u_674 / people  :0 (u_9 / condition))))))  :2 (u_327 / they))  :0 (u_1343 / allergenic)  :1-of u_31)  :1 (u_20 / COORD  :0 (u_1565 / cashew)  :0 (u_1 / influence)))
recent epidemiologic studies have found that a high glycemic index (gi) and influence are associated with a higher risk for metabolic complications and condition.	cause	1	(u_217 / find  :0 (u_13 / associate  :2 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_1618 / index)  :0 (u_1619 / gi)  :0 (u_1620 / glycemic)  :0 (u_50 / high)  :0 (u_9 / condition)  :0 (u_57 / complication)  :0 (u_447 / metabolic))  :1-of (u_15 / with  :2 (u_26 / risk  :0 u_50  :1-of (u_6 / for  :2 u_20))))  :1 (u_64 / study  :0 (u_1621 / epidemiologic)  :0 (u_79 / recent)))
this is a particular priority in resource-constrained settings where the prevalence of iron deficiency, influence, condition and poor birth outcomes are high.	not	0	(u_1622 / priority  :0 (u_1623 / particular)  :1 (u_1518 / this)  :1-of (u_33 / in  :2 (u_1013 / setting  :0 (u_50 / high  :1 (u_1050 / prevalence  :1-of (u_8 / of  :2 (u_20 / COORD  :0 (u_1 / influence)  :0 (u_104 / iron)  :0 (u_9 / condition)  :0 (u_16 / outcome  :0 (u_1624 / birth)  :0 (u_473 / poor))  :0 (u_108 / deficiency)))))  :0 (u_1625 / HYPHENconstrain)  :0 (u_1626 / resource))))
therefore, this study presents the neuroprotective potentials of influence and tangerine peels-derived eos, and the possibility of their exploration as neuroactive agents and alternative in the management of condition (ad).	not	0	(u_390 / present  :2 (u_20 / COORD  :0 (u_1627 / possibility  :1-of (u_8 / of  :2 (u_1628 / exploration  :1-of (u_10 / as  :2 u_20)  :2-of (u_58 / HAS  :1 (u_327 / they)))  :1 (u_847 / management  :0 (u_303 / ad))  :2 (u_9 / condition)  :2 u_20))  :0 (u_72 / potential)  :0 (u_1631 / neuroprotective)  :0 (u_1629 / alternative)  :0 (u_317 / agent  :1-of (u_33 / in  :2 u_847))  :0 (u_1630 / neuroactive)  :0 (u_1632 / eos  :0 (u_477 / derive  :0 (u_1633 / peel)  :0 (u_1634 / tangerine)))  :0 (u_1 / influence))  :1 (u_64 / study)  :0 (u_567 / therefore))
bredemolic acid (ba), an isomer of influence, has been reported to ameliorate the intermediate condition found in prediabetes; however, the effects of this triterpene on cardiovascular function have not yet been determined.	not	0	(u_20 / COORD  :0 (u_1635 / determine  :0 (u_736 / yet)  :0 (u_540 / NEG)  :2 (u_89 / effect  :1-of (u_8 / of  :2 (u_1636 / triterpene  :1-of (u_91 / on  :2 (u_529 / function  :0 (u_23 / cardiovascular))))  :1 (u_1639 / isomer)  :2 (u_1 / influence)))  :0 (u_439 / however))  :0 (u_299 / report)  :2 (u_1465 / ameliorate  :2 (u_9 / condition  :0 (u_217 / find  :1-of (u_33 / in  :2 (u_1637 / prediabete)))  :0 (u_1638 / intermediate)))  :2 (u_123 / acid  :0 u_1639  :0 (u_1640 / ba)  :0 (u_1641 / bredemolic)))
the consumption of dairy, including milk, cheese and influence, has been associated with better quality of diet and reduced risk of condition, the leading cause of death globally.	not	0	(u_13 / associate  :2 (u_14 / consumption  :1-of (u_145 / include  :2 (u_20 / COORD  :0 (u_900 / cheese)  :0 (u_1 / influence)  :0 (u_438 / milk)  :0 (u_26 / risk  :0 (u_73 / reduce))  :0 (u_342 / diet)))  :1-of (u_8 / of  :2 (u_174 / dairy)  :1 (u_31 / cause  :0 (u_592 / globally)  :0 (u_625 / lead))  :2 (u_904 / death)  :1 (u_471 / quality  :0 u_31  :0 (u_531 / good))  :2 u_20  :1 u_26  :2 (u_9 / condition)))  :1-of (u_15 / with  :2 u_471))
