text	label	label_id	graph
influence kernel contain phytochemical with effect in relation to condition	treat	1	(u_176 / contain  :2 (u_375 / phytochemical  :1-of (u_10 / with  :2 (u_68 / effect  :1-of (u_14 / in  :2 (u_206 / relation  :1-of (u_53 / to  :2 (u_5 / condition)))))))  :1 (u_376 / kernel  :0 (u_1 / influence)))
influence , show effect condition	treat	1	(u_69 / show  :2 (u_5 / condition  :0 (u_68 / effect)))
influence consumption of condition	treat	1	(u_9 / consumption  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence contain compound play role in prevent condition	treat	1	(u_176 / contain  :2 (u_233 / role  :0 (u_153 / play)  :0 (u_137 / compound)  :1-of (u_14 / in  :2 (u_5 / condition  :0 (u_40 / prevent))))  :1 (u_1 / influence))
influence as effect of condition	not	0	(u_6 / as  :1 (u_1 / influence)  :2 (u_68 / effect  :1-of (u_4 / of  :2 (u_5 / condition))))
influence introduce at month of condition	treat	1	(u_377 / introduce  :1 (u_1 / influence)  :1-of (u_143 / at  :2 (u_378 / month  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence style a degree of biomarker condition	treat	1	(u_379 / degree  :1 (u_380 / style  :0 (u_1 / influence))  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_200 / biomarker))))
influence of component officinale ( condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_381 / officinale  :0 (u_5 / condition)  :0 (u_127 / component)))
influence condition	not	0	(u_5 / condition  :0 (u_1 / influence))
influence therapy show improvement in condition	treat	1	(u_231 / improvement  :0 (u_69 / show  :0 (u_382 / therapy))  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_5 / condition)))
influence through intaken additive alloxan cause condition	not	0	(u_78 / through  :1 (u_1 / influence)  :2 (u_383 / alloxan  :0 (u_384 / additive  :0 (u_385 / intaken))  :1-of (u_85 / cause  :2 (u_5 / condition))))
influence reduction condition	treat	1	(u_5 / condition  :0 (u_386 / reduction  :0 (u_1 / influence)))
influence , condition	treat	1	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_1 / influence))
influence gum to exposure be cause of condition	not	0	(u_85 / cause  :1 (u_387 / gum  :0 (u_195 / exposure)  :0 (u_1 / influence))  :1-of (u_4 / of  :2 (u_5 / condition)))
influence grape for role show in slow condition	treat	1	(u_57 / grape  :0 (u_1 / influence)  :1-of (u_2 / for  :2 (u_69 / show  :0 (u_233 / role)  :1-of (u_14 / in  :2 (u_5 / condition  :0 (u_271 / slow))))))
influence to severe condition	not	0	(u_53 / to  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_388 / severe)))
influence be use for treat condition	treat	1	(u_0 / use  :1 (u_1 / influence)  :1-of (u_2 / for  :2 (u_5 / condition  :0 (u_37 / treat))))
influence formulation claim be effective for treatment of condition	treat	1	(u_182 / effective  :1 (u_389 / claim  :0 (u_390 / formulation  :0 (u_1 / influence)))  :1-of (u_2 / for  :2 (u_3 / treatment  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence production of condition	not	0	(u_327 / production  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence of compound act protect against condition	treat	1	(u_234 / protect  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_391 / act  :0 (u_137 / compound))))  :1-of (u_27 / against  :2 (u_5 / condition)))
influence have that risk of condition	not	0	(u_33 / have  :2 (u_88 / risk  :1-of (u_4 / of  :2 (u_5 / condition)))  :1 (u_1 / influence))
influence between association during condition	not	0	(u_66 / between  :1 (u_1 / influence)  :2 (u_67 / association  :1-of (u_392 / during  :2 (u_5 / condition))))
influence use hypothesize be condition	not	0	(u_5 / condition  :1 (u_0 / use  :0 (u_1 / influence)))
influence the condition	not	0	(u_1 / influence  :2 (u_5 / condition))
influence tea be plant against condition	treat	1	(u_38 / plant  :1 (u_374 / tea  :0 (u_1 / influence))  :1-of (u_27 / against  :2 (u_5 / condition)))
influence ( condition	not	0	(u_1 / influence  :0 (u_5 / condition))
influence l. mulberry leave use prevent condition	treat	1	(u_0 / use  :0 (u_40 / prevent  :2 (u_5 / condition))  :0 (u_178 / leave)  :0 (u_393 / mulberry  :0 (u_103 / lPERIOD  :0 (u_1 / influence))))
influence component of condition	treat	1	(u_127 / component  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence be beneficial for patient with condition	treat	1	(u_112 / beneficial  :1 (u_1 / influence)  :1-of (u_2 / for  :2 (u_76 / patient  :1-of (u_10 / with  :2 (u_5 / condition)))))
influence of effect against condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_68 / effect  :1-of (u_27 / against  :2 (u_5 / condition))))
influence and condition	not	0	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_1 / influence))
influence slow progression condition	treat	1	(u_1 / influence  :2 (u_5 / condition  :0 (u_360 / progression)  :0 (u_271 / slow)))
influence tree the treatment of condition	treat	1	(u_394 / tree  :2 (u_3 / treatment  :1-of (u_4 / of  :2 (u_5 / condition)))  :1 (u_1 / influence))
influence inhale to condition	not	0	(u_395 / inhale  :1 (u_1 / influence)  :1-of (u_53 / to  :2 (u_5 / condition)))
influence legume and consumption of condition	treat	1	(u_15 / COORD  :0 (u_9 / consumption  :1-of (u_4 / of  :2 (u_5 / condition)))  :0 (u_396 / legume)  :0 (u_1 / influence))
influence report as one of condition	treat	1	(u_74 / report  :0 (u_1 / influence)  :1-of (u_6 / as  :2 (u_28 / one  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence show in condition	treat	1	(u_69 / show  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_5 / condition)))
influence chickpea condition	not	0	(u_5 / condition  :0 (u_397 / chickpea  :0 (u_1 / influence)))
influence from glucoside - effect condition	not	0	(u_151 / from  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_68 / effect  :0 (u_398 / glucoside))))
influence have and incidence condition	treat	1	(u_33 / have  :2 (u_5 / condition  :0 (u_89 / incidence))  :1 (u_1 / influence))
influence of wheat to condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_288 / wheat  :1-of (u_53 / to  :2 (u_5 / condition))))
influence in aldehyde be condition	not	0	(u_5 / condition  :1 (u_1 / influence  :1-of (u_14 / in  :2 (u_399 / aldehyde))))
influence from calorie of percentage associate with factor condition	not	0	(u_151 / from  :1 (u_1 / influence)  :2 (u_400 / calorie  :0 (u_8 / associate  :1-of (u_10 / with  :2 (u_5 / condition  :0 (u_93 / factor))))  :1-of (u_4 / of  :2 (u_401 / percentage))))
influence intake fruit and condition	not	0	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_156 / fruit)  :0 (u_49 / intake)  :0 (u_1 / influence))
influence use treat condition	treat	1	(u_5 / condition  :0 (u_37 / treat)  :0 (u_0 / use  :0 (u_1 / influence)))
influence stress hypothesis the cause of condition	not	0	(u_225 / hypothesis  :0 (u_85 / cause  :1-of (u_4 / of  :2 (u_5 / condition)))  :0 (u_402 / stress  :0 (u_1 / influence)))
influence seaweed and cartilage of condition	treat	1	(u_15 / COORD  :0 (u_403 / cartilage  :1-of (u_4 / of  :2 (u_5 / condition)))  :0 (u_404 / seaweed)  :0 (u_1 / influence))
influence dust to due develop condition	not	0	(u_1 / influence  :0 (u_18 / develop  :2 (u_5 / condition))  :2 (u_405 / dust)  :1-of (u_53 / to  :2 (u_284 / due)))
influence of component maintain prevent condition	treat	1	(u_367 / maintain  :2 (u_5 / condition)  :2 (u_40 / prevent)  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_127 / component))))
influence identify as cause of condition	not	0	(u_17 / identify  :1 (u_1 / influence)  :1-of (u_6 / as  :2 (u_85 / cause  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence in cause condition	not	0	(u_14 / in  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_85 / cause)))
influence concentration lower xylitol treatment condition	not	0	(u_5 / condition  :0 (u_3 / treatment  :0 (u_406 / xylitol))  :0 (u_198 / low)  :0 (u_105 / concentration  :0 (u_1 / influence)))
influence in flavanoid ameliorate condition	treat	1	(u_14 / in  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_302 / ameliorate)  :0 (u_407 / flavanoid)))
influence play in condition as condition	treat	1	(u_153 / play  :1 (u_1 / influence)  :1-of (u_6 / as  :2 (u_5 / condition))  :1-of (u_14 / in  :2 u_5))
influence condition	not	0	(u_5 / condition  :0 (u_1 / influence))
influence be without condition	not	0	(u_5 / condition  :0 (u_408 / without)  :1 (u_1 / influence))
influence phlorotannin as antioxidant show condition	not	0	(u_409 / phlorotannin  :0 (u_1 / influence)  :1-of (u_6 / as  :2 (u_5 / condition  :0 (u_69 / show)  :0 (u_410 / antioxidant))))
influence turmeric use treat condition	treat	1	(u_5 / condition  :0 (u_37 / treat)  :0 (u_0 / use  :0 (u_411 / turmeric  :0 (u_1 / influence))))
influence of consumption through remission hypothesize decrease affect condition	treat	1	(u_412 / hypothesize  :0 (u_34 / affect  :2 (u_5 / condition)  :1 (u_196 / decrease))  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_9 / consumption  :1-of (u_78 / through  :2 (u_413 / remission))))))
influence be relieve condition	treat	1	(u_5 / condition  :0 (u_414 / relieve)  :1 (u_1 / influence))
influence to report case of condition	not	0	(u_1 / influence  :0 (u_74 / report  :2 (u_220 / case  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence reduce with condition	treat	1	(u_23 / reduce  :1 (u_1 / influence)  :1-of (u_10 / with  :2 (u_5 / condition)))
influence see be and condition	not	0	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_245 / be)  :1 (u_1 / influence  :0 (u_415 / see)))
influence tempe as product in abundant phytoestrogen protect against condition	treat	1	(u_416 / tempe  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_234 / protect  :0 (u_417 / phytoestrogen)  :0 (u_418 / abundant)  :1-of (u_27 / against  :2 (u_5 / condition))))  :1-of (u_6 / as  :2 (u_217 / product)))
influence iron of condition	not	0	(u_165 / iron  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence be concern for condition	not	0	(u_419 / concern  :1 (u_1 / influence)  :1-of (u_2 / for  :2 (u_5 / condition)))
influence consume be relate to risk of condition	treat	1	(u_52 / relate  :1 (u_1 / influence)  :1-of (u_53 / to  :2 (u_88 / risk  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence of condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence soybean of condition	treat	1	(u_420 / soybean  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence ricotta protein of condition	treat	1	(u_209 / protein  :0 (u_421 / ricotta)  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence identify as compound possess activity condition	treat	1	(u_422 / possess  :2 (u_5 / condition  :0 (u_265 / activity))  :1 (u_1 / influence  :0 (u_17 / identify  :1-of (u_6 / as  :2 (u_137 / compound)))))
influence l. be medicine a treatment for condition	treat	1	(u_7 / medicine  :0 (u_3 / treatment  :1 (u_1 / influence)  :1-of (u_2 / for  :2 (u_5 / condition))))
influence show lower risk condition	treat	1	(u_69 / show  :2 (u_5 / condition  :0 (u_88 / risk)  :0 (u_198 / low))  :1 (u_1 / influence))
influence , be prevalence of condition	not	0	(u_194 / prevalence  :1 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence and ci risk condition	treat	1	(u_15 / COORD  :0 (u_5 / condition  :0 (u_88 / risk)  :0 (u_423 / ci))  :0 (u_1 / influence))
influence quality of association with condition	not	0	(u_117 / quality  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_67 / association  :1-of (u_10 / with  :2 (u_5 / condition)))))
influence be know for variety of condition	treat	1	(u_36 / know  :2 (u_1 / influence)  :1-of (u_2 / for  :2 (u_424 / variety  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence to sensitization play role in development of condition	not	0	(u_53 / to  :1 (u_1 / influence)  :2 (u_233 / role  :0 (u_153 / play)  :0 (u_167 / sensitization)  :1-of (u_14 / in  :2 (u_54 / development  :1-of (u_4 / of  :2 (u_5 / condition))))))
influence reduce risk of complication condition	treat	1	(u_23 / reduce  :2 (u_88 / risk  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_340 / complication))))  :1 (u_1 / influence))
influence diet high in term of condition	not	0	(u_425 / high  :1 (u_83 / diet  :0 (u_1 / influence))  :1-of (u_14 / in  :2 (u_128 / term  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence to describe condition	not	0	(u_1 / influence  :0 (u_243 / describe  :2 (u_5 / condition)))
influence of infection be condition	not	0	(u_5 / condition  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_426 / infection))))
influence nutrient of condition	treat	1	(u_77 / nutrient  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence on be condition	not	0	(u_138 / on  :1 (u_1 / influence)  :2 (u_5 / condition))
influence allergen a condition	not	0	(u_86 / allergen  :0 (u_5 / condition)  :0 (u_1 / influence))
influence intake be factor of disease as condition	not	0	(u_93 / factor  :1 (u_49 / intake  :0 (u_1 / influence))  :1-of (u_6 / as  :2 (u_5 / condition))  :1-of (u_4 / of  :2 (u_43 / disease)))
influence be therapy use control condition	treat	1	(u_5 / condition  :0 (u_319 / control)  :0 (u_0 / use)  :0 (u_382 / therapy)  :1 (u_1 / influence))
influence use for treat condition	treat	1	(u_0 / use  :0 (u_1 / influence)  :1-of (u_2 / for  :2 (u_5 / condition  :0 (u_37 / treat))))
influence water body with condition	not	0	(u_427 / body  :0 (u_428 / water  :0 (u_1 / influence))  :1-of (u_10 / with  :2 (u_5 / condition)))
influence of condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence of consumption associate with protection against condition	treat	1	(u_1 / influence  :0 (u_8 / associate)  :1-of (u_10 / with  :2 (u_274 / protection  :1-of (u_27 / against  :2 (u_5 / condition))))  :1-of (u_4 / of  :2 (u_9 / consumption)))
influence be use treat condition	treat	1	(u_0 / use  :2 (u_5 / condition  :0 (u_37 / treat))  :1 (u_1 / influence))
influence china in be trigger for attack condition	not	0	(u_1 / influence  :2 (u_149 / china)  :1-of (u_14 / in  :2 (u_29 / trigger  :1-of (u_2 / for  :2 (u_5 / condition  :0 (u_429 / attack))))))
influence from carnitine suggest have show cause condition	not	0	(u_131 / suggest  :2 (u_5 / condition  :0 (u_85 / cause)  :0 (u_69 / show))  :1 (u_1 / influence  :1-of (u_151 / from  :2 (u_430 / carnitine))))
influence of consumption change in condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_431 / change  :0 (u_9 / consumption)  :1-of (u_14 / in  :2 (u_5 / condition))))
influence report have effect against condition	treat	1	(u_33 / have  :2 (u_68 / effect  :1-of (u_27 / against  :2 (u_5 / condition)))  :1 (u_74 / report  :0 (u_1 / influence)))
influence of component to condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_127 / component  :1-of (u_53 / to  :2 (u_5 / condition))))
influence textile and wood risk of condition	not	0	(u_88 / risk  :0 (u_15 / COORD  :0 (u_432 / wood)  :0 (u_433 / textile))  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence peanut and association remain condition	not	0	(u_30 / remain  :2 (u_5 / condition)  :1 (u_15 / COORD  :0 (u_67 / association)  :0 (u_207 / peanut)  :0 (u_1 / influence)))
influence find virus condition	not	0	(u_147 / find  :2 (u_5 / condition  :0 (u_173 / virus))  :1 (u_1 / influence))
influence associate with risk of condition	treat	1	(u_8 / associate  :0 (u_1 / influence)  :1-of (u_10 / with  :2 (u_88 / risk  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence diet sodium a risk of condition	treat	1	(u_434 / sodium  :0 (u_88 / risk  :1-of (u_4 / of  :2 (u_5 / condition)))  :0 (u_83 / diet)  :0 (u_1 / influence))
influence of inhalation associate with condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_8 / associate  :0 (u_435 / inhalation)  :1-of (u_10 / with  :2 (u_5 / condition))))
influence from component in model of condition	treat	1	(u_14 / in  :1 (u_1 / influence  :1-of (u_151 / from  :2 (u_127 / component)))  :2 (u_172 / model  :1-of (u_4 / of  :2 (u_5 / condition))))
influence of amount by condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_436 / amount  :1-of (u_118 / by  :2 (u_5 / condition))))
influence of pathology relate to stress condition	treat	1	(u_52 / relate  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_334 / pathology)))  :1-of (u_53 / to  :2 (u_5 / condition  :0 (u_402 / stress))))
influence red for association of condition	not	0	(u_437 / red  :1 (u_1 / influence)  :1-of (u_2 / for  :2 (u_67 / association  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence of condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence have on condition	treat	1	(u_33 / have  :1 (u_1 / influence)  :1-of (u_138 / on  :2 (u_5 / condition)))
influence soda , associate with condition	not	0	(u_15 / COORD  :0 (u_8 / associate  :1-of (u_10 / with  :2 (u_5 / condition)))  :0 (u_438 / soda)  :0 (u_1 / influence))
influence and dementia condition	treat	1	(u_5 / condition  :0 (u_15 / COORD  :0 (u_180 / dementia)  :0 (u_1 / influence)))
influence associate with condition	treat	1	(u_8 / associate  :0 (u_1 / influence)  :1-of (u_10 / with  :2 (u_5 / condition)))
influence of % be determine condition	not	0	(u_439 / determine  :2 (u_5 / condition)  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_440 / PERCENTAGE))))
influence orient intake risk of condition	not	0	(u_88 / risk  :0 (u_49 / intake)  :0 (u_441 / orient)  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence intake with marker condition	not	0	(u_49 / intake  :0 (u_1 / influence)  :1-of (u_10 / with  :2 (u_5 / condition  :0 (u_22 / marker))))
influence oil in rich diet of effect condition	treat	1	(u_177 / oil  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_83 / diet  :0 (u_84 / rich)  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_68 / effect))))))
influence vegetable protect against condition	treat	1	(u_234 / protect  :0 (u_70 / vegetable  :0 (u_1 / influence))  :1-of (u_27 / against  :2 (u_5 / condition)))
influence protein in peptide use as supplement for management include condition	treat	1	(u_39 / include  :2 (u_5 / condition)  :1 (u_209 / protein  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_0 / use  :0 (u_236 / peptide)  :1-of (u_6 / as  :2 (u_106 / supplement  :1-of (u_2 / for  :2 (u_185 / management))))))))
influence to adhere in individual with condition	not	0	(u_1 / influence  :0 (u_442 / adhere  :1-of (u_10 / with  :2 (u_5 / condition))  :1-of (u_14 / in  :2 (u_109 / individual))))
influence species associate with risk of condition	treat	1	(u_443 / species  :0 (u_8 / associate  :1-of (u_10 / with  :2 (u_88 / risk  :1-of (u_4 / of  :2 (u_5 / condition)))))  :0 (u_1 / influence))
influence condition	not	0	(u_5 / condition  :0 (u_1 / influence))
influence and condition	not	0	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_1 / influence))
influence of risk protection from condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_274 / protection  :0 (u_88 / risk)  :1-of (u_151 / from  :2 (u_5 / condition))))
influence intake mellitus be predictor for condition	not	0	(u_444 / predictor  :1 (u_445 / mellitus  :0 (u_49 / intake)  :0 (u_1 / influence))  :1-of (u_2 / for  :2 (u_5 / condition)))
influence show improve pressure ( condition	treat	1	(u_73 / improve  :2 (u_446 / pressure  :0 (u_5 / condition))  :1 (u_69 / show  :0 (u_1 / influence)))
influence polyphenol and condition	treat	1	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_95 / polyphenol)  :0 (u_1 / influence))
influence of condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence of component disulfide know exert against condition	treat	1	(u_36 / know  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_251 / disulfide  :0 (u_127 / component)))))
influence polyclonal antibody the production for use purify condition	not	0	(u_447 / antibody  :0 (u_327 / production  :1-of (u_2 / for  :2 (u_5 / condition  :0 (u_448 / purify)  :0 (u_0 / use))))  :0 (u_449 / polyclonal)  :0 (u_1 / influence))
influence for consume cohort condition	not	0	(u_2 / for  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_450 / cohort)  :0 (u_107 / consume)))
influence between relationship with associate condition	not	0	(u_66 / between  :1 (u_1 / influence)  :2 (u_451 / relationship  :1-of (u_10 / with  :2 (u_5 / condition  :0 (u_8 / associate)))))
influence of condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence of effect support on condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_56 / support  :0 (u_68 / effect)  :1-of (u_138 / on  :2 (u_5 / condition))))
influence flock from collect sample of virus condition	not	0	(u_13 / flock  :0 (u_1 / influence)  :1-of (u_151 / from  :2 (u_452 / sample  :0 (u_453 / collect)  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_173 / virus))))))
influence derive use of condition	treat	1	(u_252 / derive  :2 (u_0 / use  :1-of (u_4 / of  :2 (u_5 / condition)))  :1 (u_1 / influence))
influence represent supplementation with mix of condition	treat	1	(u_199 / represent  :2 (u_51 / supplementation  :1-of (u_10 / with  :2 (u_454 / mix  :1-of (u_4 / of  :2 (u_5 / condition)))))  :1 (u_1 / influence))
influence mill in % of condition	not	0	(u_455 / mill  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_440 / PERCENTAGE  :1-of (u_4 / of  :2 (u_5 / condition)))))
influence augment polyphenolic include compound condition	not	0	(u_39 / include  :2 (u_5 / condition  :0 (u_137 / compound))  :1 (u_1 / influence  :0 (u_456 / augment  :2 (u_457 / polyphenolic))))
influence leukocyte blood on influence of condition	not	0	(u_1 / influence  :2 (u_458 / blood  :0 (u_459 / leukocyte))  :2-of (u_138 / on)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence use for treatment of fatigue condition	treat	1	(u_0 / use  :0 (u_1 / influence)  :1-of (u_2 / for  :2 (u_3 / treatment  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_460 / fatigue))))))
influence spp yam , condition	treat	1	(u_1 / influence  :0 (u_15 / COORD  :0 (u_5 / condition)  :0 (u_461 / yam)  :0 (u_462 / spp)))
influence condition	not	0	(u_5 / condition  :0 (u_1 / influence))
influence fat appear be harmful for patient with condition	not	0	(u_463 / appear  :2 (u_464 / harmful  :1-of (u_2 / for  :2 (u_76 / patient  :1-of (u_10 / with  :2 (u_5 / condition)))))  :1 (u_1 / influence  :0 (u_101 / fat)))
influence in contain exhibit against condition	treat	1	(u_14 / in  :1 (u_1 / influence)  :2 (u_98 / exhibit  :0 (u_176 / contain)  :1-of (u_27 / against  :2 (u_5 / condition))))
influence and improve modulate condition	treat	1	(u_15 / COORD  :0 (u_73 / improve  :2 (u_5 / condition  :0 (u_270 / modulate)))  :0 (u_1 / influence))
influence of intake by cause condition	not	0	(u_118 / by  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_49 / intake)))  :2 (u_5 / condition  :0 (u_85 / cause)))
influence consider effect against condition	treat	1	(u_71 / consider  :2 (u_68 / effect  :1-of (u_27 / against  :2 (u_5 / condition)))  :1 (u_1 / influence))
influence consumption impact the disease pandemic condition	not	0	(u_465 / impact  :2 (u_5 / condition  :0 (u_466 / pandemic  :0 (u_43 / disease)))  :1 (u_9 / consumption  :0 (u_1 / influence)))
influence sweeten consumption associate with risk of develop condition	not	0	(u_467 / sweeten  :2 (u_8 / associate  :0 (u_9 / consumption)  :1-of (u_10 / with  :2 (u_88 / risk  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_18 / develop))))))  :1 (u_1 / influence))
influence condition	treat	1	(u_5 / condition  :0 (u_1 / influence))
influence of condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence with pregnancy and reduce incidence of condition	treat	1	(u_15 / COORD  :0 (u_23 / reduce  :2 (u_89 / incidence  :1-of (u_4 / of  :2 (u_5 / condition))))  :0 (u_1 / influence)  :1-of (u_10 / with  :2 (u_468 / pregnancy)))
influence from stem condition	not	0	(u_151 / from  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_469 / stem)))
influence have condition	treat	1	(u_33 / have  :2 (u_5 / condition)  :1 (u_1 / influence))
influence as family of condition	treat	1	(u_6 / as  :1 (u_1 / influence)  :2 (u_470 / family  :1-of (u_4 / of  :2 (u_5 / condition))))
influence be food report as trigger for condition	not	0	(u_74 / report  :0 (u_20 / food)  :1 (u_1 / influence)  :1-of (u_6 / as  :2 (u_29 / trigger  :1-of (u_2 / for  :2 (u_5 / condition)))))
influence roscoe , condition	treat	1	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_471 / roscoe)  :0 (u_1 / influence))
influence in mouse condition	treat	1	(u_14 / in  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_472 / mouse)))
influence of ingestion between relationship risk for condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_473 / ingestion  :1-of (u_66 / between  :2 (u_88 / risk  :0 (u_451 / relationship)  :1-of (u_2 / for  :2 (u_5 / condition))))))
influence with able cause be condition	not	0	(u_5 / condition  :1 (u_1 / influence  :1-of (u_10 / with  :2 (u_85 / cause  :0 (u_212 / able)))))
influence of level due to condition	not	0	(u_284 / due  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_221 / level)))  :2 (u_5 / condition))
influence and condition	not	0	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_1 / influence))
influence , condition	treat	1	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_1 / influence))
influence to exposure by accompany condition	not	0	(u_53 / to  :1 (u_1 / influence)  :2 (u_195 / exposure  :1-of (u_118 / by  :2 (u_5 / condition  :0 (u_474 / accompany)))))
influence of condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence coronavirus virus condition	not	0	(u_5 / condition  :0 (u_173 / virus)  :0 (u_475 / coronavirus)  :0 (u_1 / influence))
influence food , condition	treat	1	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_20 / food)  :0 (u_1 / influence))
influence as use for condition	treat	1	(u_6 / as  :1 (u_1 / influence)  :2 (u_0 / use  :1-of (u_2 / for  :2 (u_5 / condition))))
influence industry hazard a cause be continue condition	not	0	(u_5 / condition  :0 (u_476 / continue)  :1 (u_85 / cause)  :1 (u_477 / hazard  :0 (u_79 / industry  :0 (u_1 / influence))))
influence vegetable be food with potential mediate condition	treat	1	(u_20 / food  :1 (u_70 / vegetable  :0 (u_1 / influence))  :1-of (u_10 / with  :2 (u_5 / condition  :0 (u_329 / mediate)  :0 (u_24 / potential))))
influence exhibit propose as adjuvant for treatment of condition	treat	1	(u_268 / propose  :1 (u_98 / exhibit  :0 (u_1 / influence))  :1-of (u_6 / as  :2 (u_478 / adjuvant  :1-of (u_2 / for  :2 (u_3 / treatment  :1-of (u_4 / of  :2 (u_5 / condition)))))))
influence grain , intake recommend for prevention condition	treat	1	(u_160 / grain  :0 (u_479 / recommend  :0 (u_49 / intake)  :1-of (u_2 / for  :2 (u_5 / condition  :0 (u_19 / prevention))))  :0 (u_1 / influence))
influence condition	not	0	(u_5 / condition  :0 (u_1 / influence))
influence of component oleuropein reduce condition	treat	1	(u_1 / influence  :0 (u_23 / reduce  :2 (u_5 / condition))  :1-of (u_4 / of  :2 (u_480 / oleuropein  :0 (u_127 / component))))
influence vegetable and prevent condition	treat	1	(u_15 / COORD  :0 (u_40 / prevent  :2 (u_5 / condition))  :0 (u_1 / influence)  :2 (u_70 / vegetable))
